0 -0.001 1
0.001 -0.002 0.999998
0.002 -0.003 0.999996
0.003 -0.00399999 0.999992
0.004 -0.00499998 0.999988
0.005 -0.00599997 0.999983
0.006 -0.00699995 0.999976
0.007 -0.00799992 0.999969
0.008 -0.00899988 0.99996
0.009 -0.00999984 0.999951
0.01 -0.0109998 0.99994
0.011 -0.0119997 0.999929
0.012 -0.0129996 0.999917
0.013 -0.0139996 0.999903
0.014 -0.0149995 0.999889
0.015 -0.0159993 0.999873
0.016 -0.0169992 0.999857
0.017 -0.0179991 0.99984
0.018 -0.0189989 0.999821
0.019 -0.0199987 0.999802
0.02 -0.0209985 0.999781
0.021 -0.0219983 0.99976
0.022 -0.022998 0.999737
0.023 -0.0239977 0.999714
0.024 -0.0249974 0.99969
0.025 -0.0259971 0.999664
0.026 -0.0269968 0.999638
0.027 -0.0279964 0.99961
0.028 -0.028996 0.999582
0.029 -0.0299956 0.999553
0.03 -0.0309951 0.999522
0.031 -0.0319946 0.999491
0.032 -0.0329941 0.999458
0.033 -0.0339935 0.999425
0.034 -0.034993 0.99939
0.035 -0.0359923 0.999355
0.036 -0.0369917 0.999319
0.037 -0.037991 0.999281
0.038 -0.0389902 0.999243
0.039 -0.0399895 0.999203
0.04 -0.0409887 0.999163
0.041 -0.0419878 0.999122
0.042 -0.0429869 0.999079
0.043 -0.043986 0.999036
0.044 -0.044985 0.998991
0.045 -0.045984 0.998946
0.046 -0.0469829 0.9989
0.047 -0.0479818 0.998852
0.048 -0.0489806 0.998804
0.049 -0.0499794 0.998754
0.05 -0.0509781 0.998704
0.051 -0.0519768 0.998653
0.052 -0.0529754 0.9986
0.053 -0.053974 0.998547
0.054 -0.0549725 0.998492
0.055 -0.055971 0.998437
0.056 -0.0569694 0.998381
0.057 -0.0579678 0.998323
0.058 -0.0589661 0.998265
0.059 -0.0599643 0.998206
0.06 -0.0609625 0.998145
0.061 -0.0619606 0.998084
0.062 -0.0629587 0.998021
0.063 -0.0639567 0.997958
0.064 -0.0649546 0.997894
0.065 -0.0659525 0.997828
0.066 -0.0669503 0.997762
0.067 -0.067948 0.997695
0.068 -0.0689457 0.997626
0.069 -0.0699433 0.997557
0.07 -0.0709408 0.997486
0.071 -0.0719382 0.997415
0.072 -0.0729356 0.997343
0.073 -0.0739329 0.997269
0.074 -0.0749302 0.997195
0.075 -0.0759273 0.99712
0.076 -0.0769244 0.997043
0.077 -0.0779214 0.996966
0.078 -0.0789184 0.996888
0.079 -0.0799152 0.996808
0.08 -0.080912 0.996728
0.081 -0.0819087 0.996647
0.082 -0.0829053 0.996564
0.083 -0.0839018 0.996481
0.084 -0.0848983 0.996397
0.085 -0.0858946 0.996311
0.086 -0.0868909 0.996225
0.087 -0.0878871 0.996138
0.088 -0.0888832 0.99605
0.089 -0.0898792 0.99596
0.09 -0.0908751 0.99587
0.091 -0.091871 0.995779
0.092 -0.0928667 0.995686
0.093 -0.0938624 0.995593
0.094 -0.0948579 0.995499
0.095 -0.0958534 0.995404
0.096 -0.0968487 0.995307
0.097 -0.097844 0.99521
0.098 -0.0988392 0.995112
0.099 -0.0998342 0.995012
0.1 -0.100829 0.994912
0.101 -0.101824 0.994811
0.102 -0.102819 0.994709
0.103 -0.103814 0.994605
0.104 -0.104808 0.994501
0.105 -0.105803 0.994396
0.106 -0.106797 0.99429
0.107 -0.107791 0.994183
0.108 -0.108785 0.994074
0.109 -0.109779 0.993965
0.11 -0.110773 0.993855
0.111 -0.111767 0.993744
0.112 -0.112761 0.993632
0.113 -0.113754 0.993518
0.114 -0.114748 0.993404
0.115 -0.115741 0.993289
0.116 -0.116734 0.993173
0.117 -0.117728 0.993056
0.118 -0.118721 0.992938
0.119 -0.119713 0.992819
0.12 -0.120706 0.992698
0.121 -0.121699 0.992577
0.122 -0.122691 0.992455
0.123 -0.123684 0.992332
0.124 -0.124676 0.992208
0.125 -0.125668 0.992083
0.126 -0.12666 0.991957
0.127 -0.127652 0.99183
0.128 -0.128644 0.991702
0.129 -0.129636 0.991573
0.13 -0.130627 0.991443
0.131 -0.131618 0.991312
0.132 -0.13261 0.99118
0.133 -0.133601 0.991046
0.134 -0.134592 0.990912
0.135 -0.135583 0.990777
0.136 -0.136573 0.990641
0.137 -0.137564 0.990504
0.138 -0.138554 0.990367
0.139 -0.139545 0.990228
0.14 -0.140535 0.990088
0.141 -0.141525 0.989947
0.142 -0.142515 0.989805
0.143 -0.143505 0.989662
0.144 -0.144494 0.989518
0.145 -0.145484 0.989373
0.146 -0.146473 0.989227
0.147 -0.147462 0.98908
0.148 -0.148451 0.988932
0.149 -0.14944 0.988783
0.15 -0.150429 0.988634
0.151 -0.151417 0.988483
0.152 -0.152406 0.988331
0.153 -0.153394 0.988178
0.154 -0.154382 0.988024
0.155 -0.15537 0.987869
0.156 -0.156358 0.987714
0.157 -0.157345 0.987557
0.158 -0.158333 0.987399
0.159 -0.15932 0.98724
0.16 -0.160307 0.987081
0.161 -0.161295 0.98692
0.162 -0.162281 0.986758
0.163 -0.163268 0.986596
0.164 -0.164255 0.986432
0.165 -0.165241 0.986267
0.166 -0.166227 0.986102
0.167 -0.167213 0.985935
0.168 -0.168199 0.985767
0.169 -0.169185 0.985599
0.17 -0.17017 0.985429
0.171 -0.171156 0.985259
0.172 -0.172141 0.985087
0.173 -0.173126 0.984914
0.174 -0.174111 0.984741
0.175 -0.175095 0.984566
0.176 -0.17608 0.984391
0.177 -0.177064 0.984214
0.178 -0.178048 0.984037
0.179 -0.179032 0.983858
0.18 -0.180016 0.983679
0.181 -0.181 0.983499
0.182 -0.181983 0.983317
0.183 -0.182966 0.983135
0.184 -0.183949 0.982951
0.185 -0.184932 0.982767
0.186 -0.185915 0.982582
0.187 -0.186897 0.982395
0.188 -0.18788 0.982208
0.189 -0.188862 0.98202
0.19 -0.189844 0.981831
0.191 -0.190826 0.98164
0.192 -0.191807 0.981449
0.193 -0.192788 0.981257
0.194 -0.19377 0.981064
0.195 -0.194751 0.980869
0.196 -0.195731 0.980674
0.197 -0.196712 0.980478
0.198 -0.197692 0.980281
0.199 -0.198673 0.980083
0.2 -0.199653 0.979884
0.201 -0.200632 0.979684
0.202 -0.201612 0.979483
0.203 -0.202591 0.979281
0.204 -0.203571 0.979078
0.205 -0.20455 0.978874
0.206 -0.205528 0.978669
0.207 -0.206507 0.978463
0.208 -0.207485 0.978256
0.209 -0.208464 0.978048
0.21 -0.209442 0.977839
0.211 -0.210419 0.977629
0.212 -0.211397 0.977418
0.213 -0.212374 0.977207
0.214 -0.213351 0.976994
0.215 -0.214328 0.97678
0.216 -0.215305 0.976565
0.217 -0.216281 0.97635
0.218 -0.217258 0.976133
0.219 -0.218234 0.975915
0.22 -0.219209 0.975697
0.221 -0.220185 0.975477
0.222 -0.22116 0.975256
0.223 -0.222136 0.975035
0.224 -0.223111 0.974812
0.225 -0.224085 0.974589
0.226 -0.22506 0.974364
0.227 -0.226034 0.974139
0.228 -0.227008 0.973912
0.229 -0.227982 0.973685
0.23 -0.228955 0.973457
0.231 -0.229929 0.973227
0.232 -0.230902 0.972997
0.233 -0.231875 0.972766
0.234 -0.232848 0.972533
0.235 -0.23382 0.9723
0.236 -0.234792 0.972066
0.237 -0.235764 0.971831
0.238 -0.236736 0.971595
0.239 -0.237707 0.971357
0.24 -0.238679 0.971119
0.241 -0.23965 0.97088
0.242 -0.24062 0.97064
0.243 -0.241591 0.970399
0.244 -0.242561 0.970157
0.245 -0.243531 0.969914
0.246 -0.244501 0.96967
0.247 -0.245471 0.969425
0.248 -0.24644 0.969179
0.249 -0.247409 0.968933
0.25 -0.248378 0.968685
0.251 -0.249347 0.968436
0.252 -0.250315 0.968186
0.253 -0.251283 0.967936
0.254 -0.252251 0.967684
0.255 -0.253218 0.967431
0.256 -0.254186 0.967178
0.257 -0.255153 0.966923
0.258 -0.25612 0.966667
0.259 -0.257086 0.966411
0.26 -0.258052 0.966153
0.261 -0.259018 0.965895
0.262 -0.259984 0.965636
0.263 -0.26095 0.965375
0.264 -0.261915 0.965114
0.265 -0.26288 0.964851
0.266 -0.263845 0.964588
0.267 -0.264809 0.964324
0.268 -0.265773 0.964059
0.269 -0.266737 0.963793
0.27 -0.267701 0.963525
0.271 -0.268665 0.963257
0.272 -0.269628 0.962988
0.273 -0.270591 0.962718
0.274 -0.271553 0.962447
0.275 -0.272515 0.962175
0.276 -0.273478 0.961902
