0 0.995164 0.993072 0.426026 0.416057
0.05 0.980704 0.972548 0.484597 0.501598
0.1 0.956764 0.939197 0.558452 0.622505
0.15 0.923582 0.894268 0.639747 0.773132
0.2 0.881488 0.839441 0.723874 0.949113
0.25 0.830898 0.776761 0.807864 1.14605
0.3 0.772312 0.708557 0.889638 1.3591
0.35 0.706306 0.637359 0.967612 1.58298
0.4 0.633524 0.565797 1.0405 1.81188
0.45 0.554678 0.496502 1.10719 2.03959
0.5 0.470532 0.432015 1.16667 2.25942
0.55 0.381899 0.374689 1.21808 2.46436
0.6 0.289633 0.326604 1.26074 2.64748
0.65 0.19462 0.289499 1.29424 2.80259
0.7 0.0977697 0.264704 1.31851 2.92509
0.75 6.79696e-06 0.253099 1.33363 3.01287
0.8 -0.0977354 0.255084 1.33828 3.05497
0.85 -0.194525 0.270563 1.32989 3.03495
0.9 -0.289437 0.298951 1.30591 2.93987
0.95 -0.381566 0.339198 1.26516 2.76803
1 -0.47003 0.38982 1.20873 2.53386
1.05 -0.55398 0.44896 1.13989 2.27278
1.1 -0.632608 0.514446 1.06286 2.01755
1.15 -0.705154 0.583877 0.981209 1.76068
1.2 -0.770916 0.654706 0.896989 1.5027
1.25 -0.829252 0.724332 0.811096 1.25258
1.3 -0.879594 0.790195 0.724274 1.02256
1.35 -0.921447 0.849877 0.637992 0.820671
1.4 -0.9544 0.901184 0.555006 0.649345
1.45 -0.978128 0.942236 0.480046 0.512516
1.5 -0.992395 0.971534 0.42203 0.420689
1.55 -0.997063 0.988022 0.408451 0.40164
1.6 -0.992085 0.99112 0.440696 0.449241
1.65 -0.977512 0.980758 0.496601 0.536371
1.7 -0.95349 0.957365 0.566392 0.65138
1.75 -0.92026 0.921863 0.643812 0.789905
1.8 -0.878152 0.875624 0.724553 0.949368
1.85 -0.827586 0.820416 0.805524 1.12708
1.9 -0.769063 0.758337 0.884386 1.31931
1.95 -0.703159 0.691731 0.959306 1.52125
2 -0.630524 0.6231 1.02881 1.72724
2.05 -0.551867 0.555003 1.09171 1.93104
2.1 -0.467957 0.489966 1.14708 2.12623
2.15 -0.379608 0.430386 1.19432 2.30677
2.2 -0.287674 0.37844 1.23314 2.46761
2.25 -0.193041 0.336012 1.26352 2.60469
2.3 -0.096619 0.304623 1.2856 2.71506
2.35 0.000669121 0.285377 1.29978 2.7976
2.4 0.0978924 0.278928 1.30721 2.85667
2.45 0.194122 0.285458 1.30898 2.90169
2.5 0.288439 0.304672 1.29966 2.90537
2.55 0.379943 0.335814 1.27611 2.84895
2.6 0.467759 0.377693 1.23602 2.72598
2.65 0.551045 0.428731 1.17926 2.54169
2.7 0.629002 0.487021 1.10737 2.30927
2.75 0.70088 0.550394 1.0238 2.05087
2.8 0.765985 0.616502 0.932683 1.78869
2.85 0.823686 0.6829 0.837265 1.53691
2.9 0.873423 0.747141 0.739768 1.30564
2.95 0.914712 0.80686 0.642146 1.09516
3 0.947149 0.859869 0.546689 0.914567
3.05 0.970417 0.904231 0.467319 0.765351
3.1 0.984289 0.938341 0.43533 0.655702
3.15 0.988631 0.960978 0.436274 0.604659
3.2 0.983401 0.971359 0.466442 0.605306
3.25 0.968655 0.969164 0.517469 0.645131
3.3 0.944543 0.954546 0.582104 0.725807
3.35 0.911305 0.92813 0.654432 0.841996
3.4 0.869276 0.890982 0.730316 0.983361
3.45 0.818875 0.844568 0.806894 1.14236
3.5 0.760601 0.790696 0.881869 1.3144
3.55 0.695033 0.731445 0.953233 1.49585
3.6 0.622817 0.669084 1.01935 1.68198
3.65 0.544663 0.605983 1.07902 1.86662
3.7 0.461334 0.544521 1.13142 2.0434
3.75 0.373645 0.487 1.17608 2.20722
3.8 0.282445 0.435556 1.21271 2.35403
3.85 0.188617 0.392078 1.2412 2.47998
3.9 0.0930646 0.358148 1.26163 2.58187
3.95 -0.00329227 0.334977 1.27432 2.65796
4 -0.0995299 0.323367 1.27991 2.70924
4.05 -0.194727 0.323687 1.28092 2.74851
4.1 -0.287972 0.335859 1.27618 2.77555
4.15 -0.378373 0.359368 1.25911 2.7621
4.2 -0.465066 0.393283 1.2287 2.69836
4.25 -0.54722 0.436293 1.1827 2.58157
4.3 -0.624047 0.486757 1.12152 2.41911
4.35 -0.694809 0.542767 1.04769 2.22468
4.4 -0.758825 0.602219 0.963777 2.01157
4.45 -0.815477 0.66289 0.873941 1.79228
4.5 -0.864217 0.72252 0.780997 1.57943
4.55 -0.904573 0.778898 0.686938 1.38339
4.6 -0.936153 0.829944 0.595654 1.21089
4.65 -0.958651 0.873785 0.516743 1.06707
4.7 -0.97185 0.908826 0.470212 0.9537
4.75 -0.975624 0.933811 0.471526 0.869485
4.8 -0.969941 0.947869 0.499877 0.819614
4.85 -0.954861 0.950546 0.545423 0.823884
4.9 -0.93054 0.941825 0.603788 0.869323
4.95 -0.897222 0.922118 0.670276 0.946549
5 -0.855243 0.892258 0.741291 1.05365
5.05 -0.805023 0.853458 0.813242 1.18694
5.1 -0.747062 0.807262 0.883489 1.33924
5.15 -0.681935 0.755491 0.950479 1.50252
5.2 -0.610288 0.700161 1.01281 1.66945
5.25 -0.532826 0.64341 1.06924 1.83409
5.3 -0.450308 0.587416 1.11877 1.99258
5.35 -0.363542 0.534307 1.16087 2.14137
5.4 -0.273373 0.486086 1.19523 2.27551
5.45 -0.180676 0.444557 1.22182 2.39052
5.5 -0.086346 0.411251 1.24072 2.4832
5.55 0.00870599 0.387381 1.25206 2.55217
5.6 0.103566 0.373792 1.25629 2.59955
5.65 0.197323 0.370937 1.25522 2.63244
5.7 0.289077 0.378864 1.25095 2.65685
5.75 0.37795 0.397215 1.23688 2.65589
5.8 0.463089 0.425246 1.21091 2.61951
5.85 0.543679 0.461853 1.17158 2.53791
5.9 0.618947 0.505623 1.1163 2.41216
5.95 0.688168 0.554878 1.05002 2.25592
6 0.750678 0.607747 0.975124 2.0837
6.05 0.805874 0.662235 0.89139 1.90047
6.1 0.853224 0.716292 0.806581 1.71671
6.15 0.892271 0.767898 0.72219 1.54367
6.2 0.922638 0.815133 0.639358 1.38799
6.25 0.944032 0.856251 0.568546 1.25525
6.3 0.95625 0.889745 0.520872 1.14893
6.35 0.959176 0.914407 0.509216 1.06926
6.4 0.952789 0.929368 0.532397 1.0144
6.45 0.937158 0.934135 0.574946 0.984381
6.5 0.912444 0.928607 0.628687 0.999736
6.55 0.878899 0.913079 0.688814 1.06371
6.6 0.836861 0.888227 0.754755 1.15167
6.65 0.786751 0.855081 0.822496 1.25781
6.7 0.729071 0.814984 0.888458 1.38552
6.75 0.664395 0.769539 0.951306 1.52468
6.8 0.593363 0.720539 1.00956 1.6709
6.85 0.516678 0.669905 1.06203 1.81932
6.9 0.435094 0.619604 1.10823 1.96533
6.95 0.349409 0.571574 1.14764 2.10159
7 0.260461 0.527651 1.18009 2.22326
7.05 0.169116 0.489499 1.20508 2.32682
7.1 0.0762585 0.458549 1.22223 2.41041
7.15 -0.017213 0.435943 1.23174 2.47213
7.2 -0.110397 0.4225 1.23421 2.50963
7.25 -0.202396 0.418681 1.23102 2.52953
7.3 -0.292325 0.424581 1.22685 2.55746
7.35 -0.379322 0.439927 1.21514 2.56713
7.4 -0.462549 0.46409 1.18979 2.53637
7.45 -0.54121 0.496112 1.15143 2.46888
7.5 -0.614547 0.534745 1.10374 2.36955
7.55 -0.681857 0.578501 1.04443 2.24131
