7.6 -0.742491 0.625704 0.971446 2.09042
7.65 -0.795865 0.674559 0.894016 1.92979
7.7 -0.841467 0.723217 0.819371 1.77273
7.75 -0.878856 0.769847 0.741088 1.62254
7.8 -0.907673 0.812701 0.665391 1.4834
7.85 -0.927643 0.850187 0.603459 1.36444
7.9 -0.938575 0.88092 0.559844 1.26991
7.95 -0.940371 0.903784 0.542623 1.19923
8 -0.933019 0.917969 0.561637 1.15034
8.05 -0.9166 0.923 0.602071 1.12063
8.1 -0.891284 0.918759 0.654257 1.11211
8.15 -0.85733 0.905486 0.709714 1.1582
8.2 -0.815082 0.88377 0.769017 1.23555
8.25 -0.764963 0.854519 0.832202 1.33222
8.3 -0.707476 0.818933 0.894689 1.44471
8.35 -0.643195 0.778445 0.954101 1.56721
8.4 -0.572757 0.734672 1.0091 1.69164
8.45 -0.49686 0.689343 1.05804 1.8187
8.5 -0.416251 0.644236 1.10069 1.94728
8.55 -0.331723 0.601109 1.13683 2.07127
8.6 -0.244102 0.561627 1.16591 2.18134
8.65 -0.154244 0.527302 1.18838 2.27554
8.7 -0.0630198 0.499436 1.2043 2.35296
8.75 0.0286843 0.479072 1.21311 2.41112
8.8 0.119982 0.466957 1.21484 2.44802
8.85 0.209992 0.463519 1.21009 2.46044
8.9 0.297847 0.468847 1.20183 2.46277
8.95 0.382702 0.482698 1.19072 2.47207
9 0.46374 0.504508 1.16951 2.45828
9.05 0.540181 0.533409 1.13507 2.40381
9.1 0.611291 0.568274 1.08533 2.31276
9.15 0.676385 0.607752 1.02601 2.19718
9.2 0.734837 0.650326 0.964804 2.06794
9.25 0.786084 0.694371 0.895107 1.93169
9.3 0.829632 0.73821 0.816501 1.78971
9.35 0.865064 0.780186 0.746616 1.65401
9.4 0.892038 0.818719 0.685381 1.53548
9.45 0.910298 0.852367 0.627559 1.43408
9.5 0.919673 0.879883 0.58224 1.34925
9.55 0.920077 0.900261 0.567394 1.28606
9.6 0.911517 0.912775 0.589514 1.24563
9.65 0.894084 0.917006 0.632192 1.22204
9.7 0.867961 0.912857 0.677947 1.21342
9.75 0.833414 0.900558 0.726909 1.24109
9.8 0.790793 0.880653 0.782471 1.29745
9.85 0.740527 0.853982 0.842077 1.38661
9.9 0.683121 0.82164 0.90151 1.49262
9.95 0.619149 0.784939 0.959139 1.60013
