0 7.81597e-14 2.78778 1.30677 -0.138641
20 1.02009e-11 2.73518 1.28212 -0.0903757
40 1.18665e-11 3.09128 1.44904 -0.421952
60 1.51554e-11 2.57623 1.20761 0.0577722
80 2.05873e-11 2.49803 1.17095 0.135598
100 1.39883e-11 3.26226 1.52918 -0.575989
120 1.71736e-11 3.22786 1.51306 -0.542219
140 1.79355e-11 3.30713 1.55022 -0.617988
160 1.72541e-11 3.34597 1.56843 -0.651288
180 1.86065e-11 3.20435 1.50204 -0.490913
200 1.7869e-11 3.01817 1.41477 -0.316385
220 2.20657e-11 3.26399 1.53 -0.53662
240 2.77802e-11 3.11886 1.46197 -0.39693
260 2.4939e-11 3.43897 1.61202 -0.699968
280 2.78619e-11 3.2611 1.52864 -0.529412
300 2.89042e-11 3.23317 1.51555 -0.49805
320 2.69381e-11 3.24183 1.51961 -0.506414
340 2.47655e-11 3.24597 1.52155 -0.504087
360 2.37999e-11 3.55106 1.66456 -0.790133
380 2.53488e-11 3.21563 1.50733 -0.473265
400 1.9738e-11 3.54823 1.66323 -0.784169
420 2.2245e-11 3.40313 1.59522 -0.634521
440 2.2897e-11 3.31528 1.55404 -0.548561
460 2.62062e-11 3.27593 1.53559 -0.523403
480 3.07546e-11 3.32976 1.56083 -0.559681
500 2.74931e-11 3.20652 1.50306 -0.434201
520 2.89609e-11 3.25663 1.52654 -0.490764
540 2.38503e-11 3.26609 1.53098 -0.497742
560 2.75012e-11 3.44191 1.6134 -0.661996
580 2.54947e-11 3.35026 1.57043 -0.573251
600 2.28856e-11 3.18332 1.49218 -0.416237
620 2.64743e-11 3.46755 1.62541 -0.683809
640 2.98513e-11 3.4723 1.62764 -0.685945
660 2.73138e-11 2.84062 1.33154 -0.0862122
680 2.62872e-11 3.26232 1.52921 -0.492161
700 2.83697e-11 3.36495 1.57732 -0.570061
720 2.79002e-11 2.95144 1.38349 -0.174041
740 3.37378e-11 3.48293 1.63263 -0.677159
760 3.12215e-11 2.867 1.3439 -0.0865786
780 3.04086e-11 3.27859 1.53684 -0.44317
800 3.25822e-11 3.50841 1.64456 -0.652446
820 3.18195e-11 3.44401 1.61438 -0.591183
840 3.52224e-11 3.1176 1.46138 -0.285704
860 3.78755e-11 3.49245 1.63709 -0.636707
880 4.02018e-11 3.25384 1.52524 -0.416212
900 4.15907e-11 3.35157 1.57105 -0.505298
920 3.94605e-11 3.45137 1.61783 -0.591766
940 3.663e-11 3.24232 1.51984 -0.402072
960 3.40138e-11 2.79253 1.309 0.0268078
980 3.93653e-11 3.2087 1.50408 -0.397353
1000 3.64288e-11 3.3031 1.54833 -0.474347
1020 3.95834e-11 3.5238 1.65178 -0.681769
1040 3.73089e-11 3.33712 1.56427 -0.505633
1060 4.43131e-11 3.3116 1.55231 -0.489401
1080 4.26776e-11 3.33516 1.56336 -0.528784
1100 4.85883e-11 3.37257 1.58089 -0.557618
1120 4.33101e-11 3.42501 1.60547 -0.607505
1140 3.97038e-11 3.75118 1.75837 -0.908258
1160 4.06353e-11 3.22695 1.51263 -0.423184
1180 4.82471e-11 3.40108 1.59426 -0.583409
1200 4.63753e-11 2.9896 1.40137 -0.182902
1220 4.94729e-11 3.28611 1.54036 -0.469363
1240 5.03657e-11 3.33968 1.56547 -0.521308
1260 4.18513e-11 3.33427 1.56294 -0.535086
1280 3.80551e-11 3.27764 1.53639 -0.460326
1300 3.44618e-11 3.29247 1.54335 -0.472728
1320 3.58173e-11 3.1351 1.46958 -0.32034
1340 4.08945e-11 3.02598 1.41843 -0.218767
